0, 2.223747, 2.226578
1, 2.052578, 2.059565
2, 1.811686, 1.824404
3, 1.600534, 1.619550
4, 1.424907, 1.450095
5, 1.279159, 1.310376
6, 1.160640, 1.197875
7, 1.065702, 1.108653
8, 0.989998, 1.038041
9, 0.929516, 0.981917
10, 0.880890, 0.936967
11, 0.841376, 0.900565
12, 0.808796, 0.870660
13, 0.781479, 0.845688
14, 0.758175, 0.824483
15, 0.737970, 0.806191
16, 0.720194, 0.790186
17, 0.704357, 0.776010
18, 0.690096, 0.763319
19, 0.677134, 0.751857
20, 0.665263, 0.741424
21, 0.654319, 0.731866
22, 0.644173, 0.723059
23, 0.634719, 0.714906
24, 0.625873, 0.707324
25, 0.617564, 0.700247
26, 0.609733, 0.693618
27, 0.602330, 0.687390
28, 0.595312, 0.681521
29, 0.588641, 0.675976
30, 0.582286, 0.670725
31, 0.576218, 0.665741
32, 0.570413, 0.661001
33, 0.564848, 0.656482
34, 0.559503, 0.652168
35, 0.554362, 0.648040
36, 0.549408, 0.644084
37, 0.544628, 0.640287
38, 0.540008, 0.636637
39, 0.535538, 0.633123
40, 0.531207, 0.629734
41, 0.527006, 0.626463
42, 0.522926, 0.623300
43, 0.518959, 0.620239
44, 0.515099, 0.617274
45, 0.511339, 0.614398
46, 0.507674, 0.611605
47, 0.504098, 0.608892
48, 0.500606, 0.606252
49, 0.497194, 0.603684
50, 0.493857, 0.601181
51, 0.490593, 0.598742
52, 0.487397, 0.596363
53, 0.484267, 0.594041
54, 0.481199, 0.591774
55, 0.478190, 0.589558
56, 0.475239, 0.587391
57, 0.472341, 0.585272
58, 0.469496, 0.583199
59, 0.466701, 0.581168
60, 0.463954, 0.579179
61, 0.461254, 0.577230
62, 0.458597, 0.575319
63, 0.455983, 0.573445
64, 0.453410, 0.571605
65, 0.450876, 0.569799
66, 0.448380, 0.568025
67, 0.445920, 0.566282
68, 0.443496, 0.564569
69, 0.441105, 0.562884
70, 0.438747, 0.561226
71, 0.436420, 0.559594
72, 0.434124, 0.557988
73, 0.431857, 0.556405
74, 0.429618, 0.554846
75, 0.427406, 0.553308
76, 0.425220, 0.551792
77, 0.423060, 0.550297
78, 0.420924, 0.548821
79, 0.418812, 0.547364
80, 0.416723, 0.545925
81, 0.414657, 0.544504
82, 0.412612, 0.543099
83, 0.410588, 0.541710
84, 0.408584, 0.540338
85, 0.406599, 0.538980
86, 0.404634, 0.537637
87, 0.402688, 0.536307
88, 0.400759, 0.534992
89, 0.398848, 0.533689
90, 0.396954, 0.532400
91, 0.395077, 0.531123
92, 0.393216, 0.529857
93, 0.391371, 0.528604
94, 0.389541, 0.527362
95, 0.387726, 0.526131
96, 0.385926, 0.524911
97, 0.384140, 0.523701
98, 0.382369, 0.522502
99, 0.380611, 0.521313
